"Category","Trading Hours","Maximum Capacity","Suburb","Postcode","Latitude","Longitude","Region","Gaming"
"General","12AM","Between 50 and 99","MELBOURNE AIRPORT","3045","-37.67410000","144.84880000","Metro North","Not allowed"
"General","Ordinary","Between 100 and 199","HEATHCOTE","3523","-36.92300323","144.70918570","Loddon Mallee","Not allowed"
"General","Ordinary","Between 200 and 499","BEVERIDGE","3753","-37.47134053","144.95343070","Hume","Not allowed"
"General","1AM","Between 200 and 499","WARRAGUL","3820","-38.16283064","145.93317980","Gippsland","Not allowed"
"General","Ordinary","Between 50 and 99","POREPUNKAH","3740","-36.69994703","146.91143260","Hume","Not allowed"
"General","Ordinary","Between 50 and 99","MELBOURNE AIRPORT","3045","-37.67378220","144.84863870","Metro North","Not allowed"
"General","Ordinary","Between 20 and 49","PRESTON","3072","-37.72924678","144.99211550","Metro North","Not allowed"
"General","Ordinary","Between 20 and 49","COBURG","3058","-37.74410022","144.96590300","Metro North","Not allowed"
"General","Ordinary","Between 200 and 499","COLLINGWOOD","3066","-37.79703005","144.98486420","Metro North","Not allowed"
"General","1AM","Between 200 and 499","CARLTON","3053","-37.79841404","144.96704800","Metro North","Not allowed"
"General","12AM","Between 50 and 99","PRESTON","3072","-37.72926475","144.99137820","Metro North","Not allowed"
"General","Ordinary","Between 20 and 49","FITZROY","3065","-37.80067901","144.98381870","Metro North","Not allowed"
"General","1AM","Between 20 and 49","FOOTSCRAY","3011","-37.79898892","144.89921290","Metro West","Not allowed"
"General","Ordinary","Between 20 and 49","YARRA GLEN","3775","-37.65823420","145.37493760","Metro East","Not allowed"
"General","1AM","Between 50 and 99","DAYLESFORD","3460","-37.34324067","144.14218210","Grampians","Not allowed"
"General","12AM","Between 50 and 99","ST KILDA","3182","-37.85992746","144.97664660","Metro South","Not allowed"
"General","12AM","Between 200 and 499","RINGWOOD","3134","-37.81185681","145.23031920","Metro East","Not allowed"
"General","Ordinary","Between 200 and 499","REDESDALE","3444","-37.02237404","144.53198620","Loddon Mallee","Not allowed"
"General","Ordinary","Unspecified","STRATHMORE","3041","-37.73563499","144.91892510","Metro West","Not allowed"
"General","1AM","Between 50 and 99","SOUTH MELBOURNE","3205","-37.83137076","144.96041080","Metro South","Not allowed"
"General","Ordinary","Between 50 and 99","HALLS GAP","3381","-37.14136812","142.51952600","Grampians","Not allowed"
"General","Ordinary","Between 5 and 19","BRUNSWICK","3056","-37.76156057","144.96081060","Metro North","Not allowed"
"General","Ordinary","Between 200 and 499","MYRTLEFORD","3737","-36.56893017","146.73046370","Hume","Not allowed"
"General","1AM","Between 200 and 499","MELBOURNE","3008","-37.81465198","144.94690430","Metro North","Not allowed"
"General","12AM","Unspecified","SOUTH YARRA","3141","-37.83830529","144.98735530","Metro South","Not allowed"
"General","Ordinary","Between 200 and 499","WERRIBEE SOUTH","3030","-37.96588339","144.70564040","Metro West","Not allowed"
"General","Ordinary","Between 50 and 99","HAMPTON","3188","-37.93711593","145.00271880","Metro South","Not allowed"
"General","1AM","More than 499","MELBOURNE","3000","-37.81651605","144.97003850","Metro North","Not allowed"
"General","Ordinary","Between 50 and 99","MOONEE PONDS","3039","-37.76689488","144.92387430","Metro West","Not allowed"
"General","1AM","Between 50 and 99","FOOTSCRAY","3011","-37.80036413","144.90621720","Metro West","Not allowed"
"General","Ordinary","Between 50 and 99","SWAN HILL","3585","-35.34079091","143.56084900","Loddon Mallee","Not allowed"
"General","Ordinary","Between 50 and 99","RICHMOND","3121","-37.81920746","145.00348396","Metro North","Not allowed"
"General","1AM","Between 100 and 199","WEST FOOTSCRAY","3012","-37.79733822","144.87783400","Metro West","Not allowed"
"General","Ordinary","Between 20 and 49","BENTLEIGH","3204","-37.91797422","145.03587020","Metro South","Not allowed"
"General","Ordinary","Between 50 and 99","WANDIN NORTH","3139","-37.77985262","145.42752300","Metro East","Not allowed"
"General","1AM","Between 100 and 199","MARYSVILLE","3779","-37.50956565","145.74833180","Hume","Not allowed"
"General","Ordinary","Between 50 and 99","FALLS CREEK","3699","-36.86318977","147.27733020","Hume","Not allowed"
"General","Ordinary","Between 50 and 99","BIRREGURRA","3242","-38.33726030","143.78559190","Barwon South-West","Not allowed"
"General","Ordinary","Between 20 and 49","BEECHWORTH","3747","-36.36049328","146.68602590","Hume","Not allowed"
"General","Ordinary","Between 50 and 99","KEW","3101","-37.81673038","145.05930980","Metro East","Not allowed"
"General","Ordinary","Unspecified","ST ARNAUD","3477","-36.61464245","143.25679830","Grampians","Not allowed"
"General","1AM","Between 100 and 199","BALLARAT","3350","-37.56051862","143.85672490","Grampians","Not allowed"
"General","Ordinary","Between 200 and 499","DANDENONG","3175","-38.04826505","145.21283700","Metro South","Not allowed"
"General","1AM","Between 100 and 199","MORNINGTON","3931","-38.21727944","145.03730340","Metro South","Not allowed"
"General","Ordinary","Between 50 and 99","HAWTHORN","3122","-37.82371600","145.04338700","Metro East","Not allowed"
"General","1AM","Between 100 and 199","MELBOURNE","3000","-37.81631300","144.96033700","Metro North","Not allowed"
"General","Ordinary","Unspecified","ECHUCA","3564","-36.08683945","144.67908088","Loddon Mallee","Not allowed"
"General","Ordinary","Between 20 and 49","SOUTHBANK","3006","-37.83002000","144.97026000","Metro North","Not allowed"
"General","Ordinary","Between 20 and 49","OAKLEIGH","3166","-37.89884783","145.09213434","Metro East","Not allowed"
"Late Night","2AM","More than 499","TARNEIT","3029","-37.84862710","144.69118977","Metro West","Allowed"
"General","1AM","Between 20 and 49","FITZROY","3065","-37.80415302","144.97726506","Metro North","Not allowed"
"General","Ordinary","Between 100 and 199","MACEDON","3440","-37.40988175","144.54053563","Loddon Mallee","Not allowed"
"General","Ordinary","Unspecified","PRAHRAN","3181","-37.84626200","144.98821900","Metro South","Not allowed"
"General","12AM","Between 100 and 199","SOUTH YARRA","3141","-37.84646145","144.99220050","Metro South","Not allowed"
"General","1AM","Unspecified","MELBOURNE","3000","-37.81820137","144.95796829","Metro North","Not allowed"
"General","Ordinary","Unspecified","CROYDON","3136","-37.79510000","145.28362500","Metro East","Not allowed"
"General","Ordinary","Between 50 and 99","GEELONG","3220","-38.14790555","144.35968730","Barwon South-West","Not allowed"
"General","1AM","Between 200 and 499","FITZROY","3065","-37.80546498","144.97589932","Metro North","Not allowed"
"General","Ordinary","Between 50 and 99","MACEDON","3440","-37.42283090","144.56332335","Loddon Mallee","Not allowed"
"General","1AM","Between 100 and 199","COLLINGWOOD","3066","-37.80008200","144.98431600","Metro North","Not allowed"
"General","1AM","Between 200 and 499","WOOMELANG","3485","-35.68070966","142.66411293","Grampians","Not allowed"
"General","12AM","Between 50 and 99","GEELONG","3220","-38.14767501","144.35878067","Barwon South-West","Not allowed"
"General","Ordinary","Between 20 and 49","SOUTH MELBOURNE","3205","-37.83544740","144.96197021","Metro South","Not allowed"
"Late Night","5AM","Between 200 and 499","SHEPPARTON","3630","-36.38167425","145.40604750","Hume","Not allowed"
"General","Ordinary","Between 50 and 99","WALHALLA","3825","-37.94272196","146.45075301","Gippsland","Not allowed"
"General","Ordinary","Between 20 and 49","MELBOURNE","3000","-37.80633531","144.95821033","Metro North","Not allowed"
"Late Night","2AM","More than 499","POINT COOK","3030","-37.89441610","144.75428774","Metro West","Allowed"
"General","Ordinary","Unspecified","BRUNSWICK","3056","-37.76635134","144.96186609","Metro North","Not allowed"
"General","1AM","Between 200 and 499","WEST WODONGA","3690","-36.11820845","146.83997943","Hume","Not allowed"
"General","1AM","Between 100 and 199","MORNINGTON","3931","-38.21695193","145.03663142","Metro South","Not allowed"
"General","1AM","Between 200 and 499","COLLINGWOOD","3066","-37.80469364","144.99069419","Metro North","Not allowed"
"General","Ordinary","Between 20 and 49","SOUTHBANK","3006","-37.82377185","144.96092287","Metro North","Not allowed"
"General","Ordinary","Between 200 and 499","BUCHAN","3885","-37.49902699","148.17181929","Gippsland","Not allowed"
"General","Ordinary","Between 50 and 99","MELBOURNE","3000","-37.80694823","144.95949940","Metro North","Not allowed"
"General","1AM","Between 50 and 99","NORTHCOTE","3070","-37.77384586","144.99790439","Metro North","Not allowed"
"General","Ordinary","More than 499","MERRICKS","3916","-38.40306400","145.07382700","Metro South","Not allowed"
"Late Night","2AM","More than 499","MELBOURNE","3000","-37.81335671","144.96807538","Metro North","Not allowed"
"Late Night","3AM","More than 499","ECHUCA","3564","-36.12420340","144.74820827","Loddon Mallee","Allowed"
"General","Ordinary","Between 20 and 49","RICHMOND","3121","-37.81952400","144.99881700","Metro North","Not allowed"
"General","Ordinary","Between 20 and 49","MELBOURNE","3000","-37.82062610","144.95577779","Metro North","Not allowed"
"General","Ordinary","Between 50 and 99","BENDIGO","3550","-36.75847399","144.27688873","Loddon Mallee","Not allowed"
"Late Night","3AM","Between 100 and 199","MELBOURNE","3000","-37.81483078","144.97307863","Metro North","Not allowed"
"General","Ordinary","Between 20 and 49","BRUNSWICK EAST","3057","-37.76238680","144.97353885","Metro North","Not allowed"
"General","Ordinary","Between 20 and 49","MALDON","3463","-36.99794309","144.06904685","Loddon Mallee","Not allowed"
"General","1AM","Between 100 and 199","BAKERY HILL","3350","-37.56292374","143.86600688","Grampians","Not allowed"
"General","12AM","Unspecified","DEER PARK","3023","-37.77046800","144.77362200","Metro West","Not allowed"
"General","1AM","Unspecified","QUAMBATOOK","3540","-35.85078256","143.52070465","Loddon Mallee","Not allowed"
"General","Ordinary","Between 20 and 49","ALFREDTON","3350","-37.56836260","143.80893324","Grampians","Not allowed"
"General","1AM","Between 200 and 499","ESSENDON FIELDS","3041","-37.72031477","144.89812583","Metro West","Not allowed"
"General","1AM","More than 499","CARLTON","3053","-37.80140058","144.96353068","Metro North","Not allowed"
"General","Ordinary","Between 5 and 19","TORQUAY","3228","-38.33178323","144.32465446","Barwon South-West","Not allowed"
"General","Ordinary","Between 20 and 49","BRIGHT","3741","-36.72704821","146.96245912","Hume","Not allowed"
"General","Ordinary","Between 20 and 49","WILLIAMSTOWN","3016","-37.85616849","144.89742890","Metro West","Not allowed"
"General","Ordinary","Between 50 and 99","HAMPTON","3188","-37.93766300","145.00225000","Metro South","Not allowed"
"General","Ordinary","Between 50 and 99","YEA","3717","-37.20648918","145.43385944","Hume","Not allowed"
"Late Night","3AM","More than 499","MELBOURNE","3008","-37.81667245","144.95334368","Metro North","Not allowed"
"General","Ordinary","Between 20 and 49","COLLINGWOOD","3066","-37.80051300","144.98422500","Metro North","Not allowed"
"General","Ordinary","Between 50 and 99","UPWEY","3158","-37.90336274","145.32936727","Metro East","Not allowed"
"General","Ordinary","Between 50 and 99","RICHMOND","3121","-37.81828040","144.99506833","Metro North","Not allowed"
"General","1AM","Between 50 and 99","CARLTON NORTH","3054","-37.78638860","144.97670190","Metro North","Not allowed"
"General","Ordinary","Between 100 and 199","KILSYTH","3137","-37.81826019","145.31492709","Metro East","Not allowed"
"General","1AM","Between 200 and 499","MOONEE PONDS","3039","-37.76784600","144.92310600","Metro West","Not allowed"
"General","Ordinary","Between 50 and 99","BRIGHT","3741","-36.72736745","146.95973200","Hume","Not allowed"
"General","Ordinary","Between 20 and 49","WARRANDYTE","3113","-37.73709380","145.22315331","Metro East","Not allowed"
"General","1AM","Between 200 and 499","MELBOURNE","3000","-37.81268409","144.96930926","Metro North","Not allowed"
"General","Ordinary","Between 20 and 49","BENTLEIGH","3204","-37.91780475","145.03193795","Metro South","Not allowed"
"General","Ordinary","Unspecified","PORT FAIRY","3284","-38.38307841","142.23524811","Barwon South-West","Not allowed"
"General","1AM","Between 20 and 49","PRESTON","3072","-37.73622600","145.00408100","Metro North","Not allowed"
"General","1AM","Unspecified","MELBOURNE","3000","-37.81175700","144.97095900","Metro North","Not allowed"
"General","1AM","Between 100 and 199","NORTHCOTE","3070","-37.76422710","144.99944394","Metro North","Not allowed"
"General","1AM","More than 499","BUNDOORA","3083","-37.72309700","145.04976500","Metro North","Not allowed"
"General","Ordinary","Between 20 and 49","SCORESBY","3179","-37.89856599","145.23013785","Metro East","Not allowed"
"General","Ordinary","More than 499","MELBOURNE","3000","-37.81208600","144.96369521","Metro North","Not allowed"
"General","Ordinary","Between 50 and 99","ARMADALE","3143","-37.85637200","145.02594100","Metro South","Not allowed"
"General","1AM","Between 100 and 199","BENDIGO","3550","-36.75751806","144.28188969","Loddon Mallee","Not allowed"
"General","Ordinary","Between 20 and 49","BENDIGO","3550","-36.76032200","144.28103500","Loddon Mallee","Not allowed"
"General","1AM","More than 499","DOCKLANDS","3008","-37.81496535","144.93798919","Metro North","Not allowed"
"General","Ordinary","Between 100 and 199","FLINDERS","3929","-38.47412800","145.01679000","Metro South","Not allowed"
"General","1AM","More than 499","TORQUAY","3228","-38.33958203","144.31147556","Barwon South-West","Not allowed"
"General","Ordinary","Between 20 and 49","BRUNSWICK WEST","3055","-37.77189000","144.94971800","Metro North","Not allowed"
"General","Ordinary","Between 50 and 99","COLLINGWOOD","3066","-37.80358171","144.98549889","Metro North","Not allowed"
"General","Ordinary","Between 100 and 199","TALBOT","3371","-37.17148198","143.70233588","Loddon Mallee","Not allowed"
"General","Ordinary","Unspecified","FITZROY NORTH","3068","-37.77969200","144.98665300","Metro North","Not allowed"
"General","Ordinary","Between 50 and 99","SOUTH YARRA","3141","-37.84738500","144.99911000","Metro South","Not allowed"
"General","1AM","Unspecified","KILMORE","3764","-37.29251581","144.95094304","Hume","Not allowed"
"General","12AM","Unspecified","KEW","3101","-37.79621229","145.03587316","Metro East","Not allowed"
"General","Ordinary","Between 20 and 49","ASCOT VALE","3032","-37.77252000","144.91581200","Metro West","Not allowed"
